transformer_id,transformer_name,sales_rep_id,feeder_id
414,Transformer_414,118,79
415,Transformer_415,41,118
416,Transformer_416,119,13
417,Transformer_417,193,67
418,Transformer_418,193,33
419,Transformer_419,51,97
420,Transformer_420,140,57
421,Transformer_421,120,67
422,Transformer_422,18,21
423,Transformer_423,20,21
424,Transformer_424,23,57
425,Transformer_425,176,115
426,Transformer_426,17,80
427,Transformer_427,151,6
428,Transformer_428,125,56
429,Transformer_429,168,1
430,Transformer_430,125,32
431,Transformer_431,125,11
432,Transformer_432,167,11
433,Transformer_433,104,9
434,Transformer_434,71,39
435,Transformer_435,151,87
436,Transformer_436,132,103
437,Transformer_437,125,83
438,Transformer_438,97,48
439,Transformer_439,167,119
440,Transformer_440,174,52
441,Transformer_441,106,55
442,Transformer_442,79,78
443,Transformer_443,17,83
444,Transformer_444,32,114
445,Transformer_445,40,98
446,Transformer_446,23,41
447,Transformer_447,118,120
448,Transformer_448,69,49
449,Transformer_449,171,46
450,Transformer_450,99,113
451,Transformer_451,87,93
452,Transformer_452,128,40
453,Transformer_453,171,40
454,Transformer_454,36,79
455,Transformer_455,8,113
456,Transformer_456,157,62
457,Transformer_457,196,83
458,Transformer_458,154,38
459,Transformer_459,51,98
460,Transformer_460,149,30
461,Transformer_461,42,34
462,Transformer_462,4,103
463,Transformer_463,86,41
464,Transformer_464,172,43
465,Transformer_465,129,71
466,Transformer_466,27,118
467,Transformer_467,66,82
468,Transformer_468,193,87
469,Transformer_469,19,71
470,Transformer_470,168,61
471,Transformer_471,51,110
472,Transformer_472,192,24
473,Transformer_473,86,59
474,Transformer_474,192,76
475,Transformer_475,68,92
476,Transformer_476,55,59
477,Transformer_477,135,38
478,Transformer_478,98,49
479,Transformer_479,196,117
480,Transformer_480,11,108
481,Transformer_481,31,63
482,Transformer_482,190,64
483,Transformer_483,112,16
484,Transformer_484,143,114
485,Transformer_485,147,120
486,Transformer_486,125,36
487,Transformer_487,73,8
488,Transformer_488,168,24
489,Transformer_489,173,54
490,Transformer_490,157,115
491,Transformer_491,68,47
492,Transformer_492,90,51
493,Transformer_493,59,77
494,Transformer_494,19,82
495,Transformer_495,85,64
496,Transformer_496,11,9
497,Transformer_497,110,6
498,Transformer_498,127,109
499,Transformer_499,6,98
500,Transformer_500,171,117
501,Transformer_501,9,79
502,Transformer_502,133,16
503,Transformer_503,156,47
504,Transformer_504,57,22
505,Transformer_505,3,102
506,Transformer_506,119,40
507,Transformer_507,12,67
508,Transformer_508,144,17
509,Transformer_509,37,58
510,Transformer_510,123,71
511,Transformer_511,104,68
512,Transformer_512,4,39
513,Transformer_513,65,22
514,Transformer_514,69,47
515,Transformer_515,197,62
516,Transformer_516,68,106
517,Transformer_517,44,117
518,Transformer_518,85,25
519,Transformer_519,140,81
520,Transformer_520,138,70
521,Transformer_521,20,50
522,Transformer_522,124,54
523,Transformer_523,198,109
524,Transformer_524,121,23
525,Transformer_525,108,8
526,Transformer_526,169,52
527,Transformer_527,199,63
528,Transformer_528,177,101
529,Transformer_529,142,16
530,Transformer_530,41,96
531,Transformer_531,28,21
532,Transformer_532,173,83
533,Transformer_533,103,117
534,Transformer_534,165,89
535,Transformer_535,58,60
536,Transformer_536,19,48
537,Transformer_537,63,75
538,Transformer_538,6,36
539,Transformer_539,148,46
540,Transformer_540,159,84
541,Transformer_541,152,61
542,Transformer_542,28,73
543,Transformer_543,150,3
544,Transformer_544,111,36
545,Transformer_545,97,112
546,Transformer_546,86,91
547,Transformer_547,17,28
548,Transformer_548,95,55
549,Transformer_549,35,98
550,Transformer_550,176,49
551,Transformer_551,158,115
552,Transformer_552,76,113
553,Transformer_553,43,52
554,Transformer_554,186,23
555,Transformer_555,112,15
556,Transformer_556,12,105
557,Transformer_557,185,37
558,Transformer_558,34,30
559,Transformer_559,126,54
560,Transformer_560,112,91
561,Transformer_561,149,18
562,Transformer_562,30,44
563,Transformer_563,73,97
564,Transformer_564,161,23
565,Transformer_565,66,38
566,Transformer_566,109,91
567,Transformer_567,80,94
568,Transformer_568,25,39
569,Transformer_569,107,39
570,Transformer_570,101,41
571,Transformer_571,121,15
572,Transformer_572,3,79
573,Transformer_573,93,42
574,Transformer_574,107,105
575,Transformer_575,78,111
576,Transformer_576,18,57
577,Transformer_577,160,101
578,Transformer_578,163,74
579,Transformer_579,70,112
580,Transformer_580,179,60
581,Transformer_581,129,116
582,Transformer_582,52,47
583,Transformer_583,52,109
584,Transformer_584,126,87
585,Transformer_585,48,82
586,Transformer_586,93,101
587,Transformer_587,151,55
588,Transformer_588,111,114
589,Transformer_589,187,60
590,Transformer_590,35,17
591,Transformer_591,116,94
592,Transformer_592,147,114
593,Transformer_593,161,81
594,Transformer_594,81,40
595,Transformer_595,156,16
596,Transformer_596,110,41
597,Transformer_597,19,113
598,Transformer_598,79,93
599,Transformer_599,52,6
600,Transformer_600,97,47
601,Transformer_601,60,54
602,Transformer_602,25,66
603,Transformer_603,94,77
604,Transformer_604,28,40
605,Transformer_605,182,20
606,Transformer_606,149,104
607,Transformer_607,104,13
608,Transformer_608,50,70
609,Transformer_609,97,39
610,Transformer_610,195,61
611,Transformer_611,93,11
612,Transformer_612,56,95
613,Transformer_613,153,75
614,Transformer_614,77,103
615,Transformer_615,180,120
616,Transformer_616,72,73
617,Transformer_617,45,96
618,Transformer_618,167,37
619,Transformer_619,200,73
620,Transformer_620,45,59
621,Transformer_621,43,94
622,Transformer_622,184,107
623,Transformer_623,55,29
624,Transformer_624,104,4
625,Transformer_625,91,32
626,Transformer_626,114,53
627,Transformer_627,19,88
628,Transformer_628,184,28
629,Transformer_629,190,82
630,Transformer_630,27,92
631,Transformer_631,194,75
632,Transformer_632,34,71
633,Transformer_633,11,89
634,Transformer_634,107,48
635,Transformer_635,179,51
636,Transformer_636,110,13
637,Transformer_637,75,114
638,Transformer_638,125,85
639,Transformer_639,126,74
640,Transformer_640,146,36
641,Transformer_641,134,22
642,Transformer_642,15,37
643,Transformer_643,70,75
644,Transformer_644,77,13
645,Transformer_645,141,103
646,Transformer_646,123,82
647,Transformer_647,12,31
648,Transformer_648,78,46
649,Transformer_649,70,95
650,Transformer_650,3,62
651,Transformer_651,154,73
652,Transformer_652,75,29
653,Transformer_653,112,45
654,Transformer_654,46,37
655,Transformer_655,59,64
656,Transformer_656,9,58
657,Transformer_657,185,90
658,Transformer_658,63,11
659,Transformer_659,118,65
660,Transformer_660,59,52
661,Transformer_661,113,103
662,Transformer_662,158,88
663,Transformer_663,123,90
664,Transformer_664,45,42
665,Transformer_665,180,98
666,Transformer_666,165,67
667,Transformer_667,112,76
668,Transformer_668,3,28
669,Transformer_669,154,68
670,Transformer_670,26,41
671,Transformer_671,21,111
672,Transformer_672,71,11
673,Transformer_673,165,78
674,Transformer_674,172,116
675,Transformer_675,59,112
676,Transformer_676,72,50
677,Transformer_677,52,67
678,Transformer_678,158,115
679,Transformer_679,88,30
680,Transformer_680,165,99
681,Transformer_681,135,19
682,Transformer_682,14,57
683,Transformer_683,7,88
684,Transformer_684,31,4
685,Transformer_685,196,68
686,Transformer_686,71,41
687,Transformer_687,88,6
688,Transformer_688,5,13
689,Transformer_689,105,61
690,Transformer_690,115,86
691,Transformer_691,187,112
692,Transformer_692,142,33
693,Transformer_693,13,50
694,Transformer_694,177,24
695,Transformer_695,99,62
696,Transformer_696,35,96
697,Transformer_697,81,109
698,Transformer_698,142,52
699,Transformer_699,193,89
700,Transformer_700,165,18
701,Transformer_701,159,51
702,Transformer_702,113,54
703,Transformer_703,91,21
704,Transformer_704,145,88
705,Transformer_705,113,37
706,Transformer_706,104,38
707,Transformer_707,199,45
708,Transformer_708,88,119
709,Transformer_709,60,1
710,Transformer_710,85,50
711,Transformer_711,149,88
712,Transformer_712,90,119
713,Transformer_713,97,34
714,Transformer_714,172,85
715,Transformer_715,166,100
716,Transformer_716,122,16
717,Transformer_717,195,89
718,Transformer_718,83,90
719,Transformer_719,25,9
720,Transformer_720,29,110
721,Transformer_721,176,103
722,Transformer_722,70,100
723,Transformer_723,31,87
724,Transformer_724,30,6
725,Transformer_725,45,70
726,Transformer_726,8,29
727,Transformer_727,151,8
728,Transformer_728,131,90
729,Transformer_729,94,75
730,Transformer_730,85,91
731,Transformer_731,106,107
732,Transformer_732,139,9
733,Transformer_733,131,35
734,Transformer_734,156,96
735,Transformer_735,29,45
736,Transformer_736,23,95
737,Transformer_737,183,86
738,Transformer_738,91,14
739,Transformer_739,10,58
740,Transformer_740,57,45
741,Transformer_741,65,51
742,Transformer_742,120,45
743,Transformer_743,53,93
744,Transformer_744,75,91
745,Transformer_745,90,27
746,Transformer_746,152,104
747,Transformer_747,130,68
748,Transformer_748,70,75
749,Transformer_749,4,26
750,Transformer_750,6,118
751,Transformer_751,75,86
752,Transformer_752,14,2
753,Transformer_753,78,7
754,Transformer_754,11,44
755,Transformer_755,155,119
756,Transformer_756,136,74
757,Transformer_757,133,17
758,Transformer_758,7,29
759,Transformer_759,42,83
760,Transformer_760,123,51
761,Transformer_761,54,29
762,Transformer_762,171,81
763,Transformer_763,159,93
764,Transformer_764,188,40
765,Transformer_765,172,68
766,Transformer_766,78,42
767,Transformer_767,95,68
768,Transformer_768,65,105
769,Transformer_769,114,2
770,Transformer_770,194,30
771,Transformer_771,14,106
772,Transformer_772,141,32
773,Transformer_773,75,69
774,Transformer_774,52,58
775,Transformer_775,190,116
776,Transformer_776,51,11
777,Transformer_777,166,85
778,Transformer_778,47,47
779,Transformer_779,181,65
780,Transformer_780,47,51
781,Transformer_781,5,15
782,Transformer_782,102,56
783,Transformer_783,21,72
784,Transformer_784,127,3
785,Transformer_785,70,42
786,Transformer_786,119,90
787,Transformer_787,168,63
788,Transformer_788,81,25
789,Transformer_789,142,52
790,Transformer_790,197,31
791,Transformer_791,32,85
792,Transformer_792,40,45
793,Transformer_793,146,18
794,Transformer_794,100,74
795,Transformer_795,33,27
796,Transformer_796,124,9
797,Transformer_797,128,93
798,Transformer_798,146,106
799,Transformer_799,183,8
800,Transformer_800,116,105
801,Transformer_801,124,98
802,Transformer_802,153,28
803,Transformer_803,40,7
804,Transformer_804,5,24
805,Transformer_805,88,77
806,Transformer_806,59,3
807,Transformer_807,73,28
808,Transformer_808,70,45
809,Transformer_809,146,35
810,Transformer_810,7,16
811,Transformer_811,104,33
812,Transformer_812,127,24
813,Transformer_813,139,20
814,Transformer_814,41,98
815,Transformer_815,127,19
816,Transformer_816,40,97
817,Transformer_817,63,71
818,Transformer_818,18,41
819,Transformer_819,103,83
820,Transformer_820,115,3
821,Transformer_821,80,120
822,Transformer_822,155,86
823,Transformer_823,20,68
824,Transformer_824,46,68
825,Transformer_825,35,39
826,Transformer_826,178,13
827,Transformer_827,81,51
828,Transformer_828,113,102
829,Transformer_829,119,39
830,Transformer_830,85,40
831,Transformer_831,196,88
832,Transformer_832,102,107
833,Transformer_833,61,12
834,Transformer_834,34,53
835,Transformer_835,26,61
836,Transformer_836,30,29
837,Transformer_837,69,94
838,Transformer_838,100,89
839,Transformer_839,108,80
840,Transformer_840,167,32
841,Transformer_841,59,101
842,Transformer_842,46,114
843,Transformer_843,18,22
844,Transformer_844,70,29
845,Transformer_845,90,83
846,Transformer_846,64,44
847,Transformer_847,177,117
848,Transformer_848,92,42
849,Transformer_849,27,115
850,Transformer_850,197,9
851,Transformer_851,179,113
852,Transformer_852,176,16
853,Transformer_853,153,101
854,Transformer_854,9,117
855,Transformer_855,116,31
856,Transformer_856,195,17
857,Transformer_857,88,36
858,Transformer_858,156,31
859,Transformer_859,68,87
860,Transformer_860,99,89
861,Transformer_861,134,80
862,Transformer_862,121,51
863,Transformer_863,36,1
864,Transformer_864,88,85
865,Transformer_865,146,36
866,Transformer_866,148,40
867,Transformer_867,44,58
868,Transformer_868,80,8
869,Transformer_869,15,98
870,Transformer_870,182,75
871,Transformer_871,179,48
872,Transformer_872,156,102
873,Transformer_873,5,1
874,Transformer_874,177,21
875,Transformer_875,169,50
876,Transformer_876,65,72
877,Transformer_877,2,111
878,Transformer_878,61,113
879,Transformer_879,16,39
880,Transformer_880,111,72
881,Transformer_881,146,100
882,Transformer_882,146,30
883,Transformer_883,18,10
884,Transformer_884,42,40
885,Transformer_885,108,113
886,Transformer_886,154,11
887,Transformer_887,149,15
888,Transformer_888,61,116
889,Transformer_889,168,3
890,Transformer_890,107,11
891,Transformer_891,28,43
892,Transformer_892,175,55
893,Transformer_893,26,68
894,Transformer_894,162,71
895,Transformer_895,98,70
896,Transformer_896,35,6
897,Transformer_897,159,47
898,Transformer_898,73,44
899,Transformer_899,6,12
900,Transformer_900,148,70
901,Transformer_901,39,88
902,Transformer_902,110,24
903,Transformer_903,125,36
904,Transformer_904,161,52
905,Transformer_905,196,4
906,Transformer_906,158,90
907,Transformer_907,16,21
908,Transformer_908,176,81
909,Transformer_909,20,88
910,Transformer_910,21,73
911,Transformer_911,8,70
912,Transformer_912,59,70
913,Transformer_913,61,77
914,Transformer_914,34,17
915,Transformer_915,15,3
916,Transformer_916,115,36
917,Transformer_917,72,100
918,Transformer_918,56,27
919,Transformer_919,161,25
920,Transformer_920,90,54
921,Transformer_921,72,17
922,Transformer_922,180,44
923,Transformer_923,95,75
924,Transformer_924,90,31
925,Transformer_925,112,30
926,Transformer_926,160,28
927,Transformer_927,141,38
928,Transformer_928,145,51
929,Transformer_929,184,108
930,Transformer_930,69,17
931,Transformer_931,174,39
932,Transformer_932,45,7
933,Transformer_933,65,8
934,Transformer_934,58,119
935,Transformer_935,169,4
936,Transformer_936,83,28
937,Transformer_937,116,14
938,Transformer_938,198,92
939,Transformer_939,10,74
940,Transformer_940,42,63
941,Transformer_941,142,61
942,Transformer_942,8,70
943,Transformer_943,113,110
944,Transformer_944,120,45
945,Transformer_945,14,118
946,Transformer_946,191,42
947,Transformer_947,40,20
948,Transformer_948,111,20
949,Transformer_949,184,14
950,Transformer_950,105,13
951,Transformer_951,94,78
952,Transformer_952,107,58
953,Transformer_953,175,23
954,Transformer_954,139,18
955,Transformer_955,126,93
956,Transformer_956,193,90
957,Transformer_957,99,29
958,Transformer_958,33,62
959,Transformer_959,110,85
960,Transformer_960,164,119
961,Transformer_961,168,14
962,Transformer_962,180,10
963,Transformer_963,42,69
964,Transformer_964,102,45
965,Transformer_965,173,64
966,Transformer_966,136,35
967,Transformer_967,59,83
968,Transformer_968,158,52
969,Transformer_969,3,65
970,Transformer_970,9,101
971,Transformer_971,1,78
972,Transformer_972,109,43
973,Transformer_973,186,95
974,Transformer_974,43,99
975,Transformer_975,22,5
976,Transformer_976,177,7
977,Transformer_977,40,119
978,Transformer_978,138,47
979,Transformer_979,183,59
980,Transformer_980,180,32
981,Transformer_981,97,27
982,Transformer_982,148,20
983,Transformer_983,113,70
984,Transformer_984,53,9
985,Transformer_985,21,42
986,Transformer_986,187,43
987,Transformer_987,134,6
988,Transformer_988,142,113
989,Transformer_989,51,116
990,Transformer_990,16,38
991,Transformer_991,179,4
992,Transformer_992,148,3
993,Transformer_993,194,119
994,Transformer_994,85,120
995,Transformer_995,150,106
996,Transformer_996,116,117
997,Transformer_997,51,14
998,Transformer_998,76,45
999,Transformer_999,66,54
1000,Transformer_1000,27,76
1001,Transformer_1001,196,99
1002,Transformer_1002,10,50
1003,Transformer_1003,164,11
1004,Transformer_1004,17,120
1005,Transformer_1005,33,27
1006,Transformer_1006,144,34
1007,Transformer_1007,64,22
1008,Transformer_1008,102,18
1009,Transformer_1009,54,45
1010,Transformer_1010,171,96
1011,Transformer_1011,43,113
1012,Transformer_1012,35,30
1013,Transformer_1013,15,107
1014,Transformer_1014,131,98
1015,Transformer_1015,196,25
1016,Transformer_1016,33,80
1017,Transformer_1017,35,21
1018,Transformer_1018,193,33
1019,Transformer_1019,88,102
1020,Transformer_1020,83,99
1021,Transformer_1021,151,44
1022,Transformer_1022,147,104
1023,Transformer_1023,79,67
1024,Transformer_1024,198,102
1025,Transformer_1025,40,99
1026,Transformer_1026,14,59
1027,Transformer_1027,57,99
1028,Transformer_1028,67,27
1029,Transformer_1029,75,118
1030,Transformer_1030,88,118
1031,Transformer_1031,124,111
1032,Transformer_1032,165,32
1033,Transformer_1033,85,99
1034,Transformer_1034,152,85
1035,Transformer_1035,15,96
1036,Transformer_1036,80,27
1037,Transformer_1037,59,47
1038,Transformer_1038,117,101
1039,Transformer_1039,187,5
1040,Transformer_1040,93,94
1041,Transformer_1041,7,65
1042,Transformer_1042,158,55
1043,Transformer_1043,117,48
1044,Transformer_1044,87,47
1045,Transformer_1045,73,63
1046,Transformer_1046,35,62
1047,Transformer_1047,124,19
1048,Transformer_1048,46,120
1049,Transformer_1049,135,24
1050,Transformer_1050,124,10
1051,Transformer_1051,35,42
1052,Transformer_1052,126,91
1053,Transformer_1053,72,96
1054,Transformer_1054,2,119
1055,Transformer_1055,34,98
1056,Transformer_1056,169,10
1057,Transformer_1057,144,119
1058,Transformer_1058,198,110
1059,Transformer_1059,80,89
1060,Transformer_1060,28,4
1061,Transformer_1061,197,120
1062,Transformer_1062,182,62
1063,Transformer_1063,43,110
